Date,Restaurant,num_fish,num_chicken,num_vegetarian,num_meat,pcs_Not Mapped,num_vegan,carbon_emissions_sum
2023-06-07,610 Physicum,8.0,16.0,13.0,6.0,0.0,14.0,45.94
2023-06-08,600 Chemicum,41.0,65.0,0.0,199.0,0.0,265.0,335.65
2023-06-08,610 Physicum,0.0,24.0,11.0,6.0,0.0,11.0,39.29
2023-06-09,600 Chemicum,215.0,0.0,0.0,258.0,0.0,235.0,433.47
2023-06-09,610 Physicum,0.0,11.0,16.0,8.0,0.0,17.0,39.59
2023-06-12,600 Chemicum,128.0,0.0,0.0,435.0,0.0,229.0,497.63
2023-06-12,610 Physicum,0.0,20.0,20.0,5.0,0.0,13.0,46.96
2023-06-13,600 Chemicum,276.0,2.0,0.0,16.0,0.0,403.0,392.61
2023-06-13,610 Physicum,0.0,20.0,15.0,7.0,0.0,7.0,38.76
2023-06-14,600 Chemicum,243.0,264.0,0.0,0.0,0.0,228.0,442.72
2023-06-14,610 Physicum,0.0,10.0,19.0,17.0,0.0,11.0,43.63
2023-06-15,600 Chemicum,378.0,162.0,0.0,6.0,0.0,183.0,547.93
2023-06-15,610 Physicum,0.0,10.0,15.0,15.0,0.0,19.0,43.31
2023-06-16,600 Chemicum,127.0,264.0,0.0,0.0,0.0,419.0,418.02
2023-06-16,610 Physicum,0.0,7.0,12.0,10.0,0.0,6.0,25.47
2023-06-19,600 Chemicum,199.0,17.0,0.0,278.0,0.0,212.0,503.72
2023-06-20,600 Chemicum,60.0,171.0,0.0,53.0,0.0,440.0,410.01
2023-06-21,600 Chemicum,82.0,342.0,0.0,0.0,0.0,237.0,451.25
2023-06-22,600 Chemicum,170.0,150.0,0.0,0.0,0.0,242.0,339.95
2023-06-26,600 Chemicum,78.0,1.0,0.0,44.0,0.0,246.0,212.19
2023-06-27,600 Chemicum,12.0,0.0,10.0,0.0,0.0,341.0,176.83
2023-06-28,600 Chemicum,196.0,230.0,25.0,0.0,0.0,134.0,365.74
2023-06-29,600 Chemicum,235.0,101.0,1.0,2.0,0.0,166.0,353.95
2023-06-30,600 Chemicum,60.0,201.0,0.0,6.0,0.0,210.0,275.24
2023-07-03,600 Chemicum,71.0,1.0,0.0,210.0,0.0,139.0,255.05
2023-07-04,600 Chemicum,181.0,1.0,0.0,24.0,0.0,256.0,237.46
2023-07-05,600 Chemicum,185.0,104.0,0.0,18.0,0.0,192.0,304.73
2023-07-06,600 Chemicum,112.0,188.0,0.0,20.0,0.0,142.0,290.6
2023-07-07,600 Chemicum,113.0,43.0,0.0,152.0,0.0,118.0,295.53
2023-07-10,600 Chemicum,68.0,1.0,0.0,192.0,0.0,138.0,320.0
2023-07-11,600 Chemicum,200.0,0.0,0.0,41.0,0.0,211.0,306.88
2023-07-12,600 Chemicum,104.0,143.0,0.0,0.0,0.0,147.0,240.16
2023-07-13,600 Chemicum,34.0,171.0,0.0,2.0,0.0,178.0,325.25
2023-07-14,600 Chemicum,120.0,140.0,0.0,3.0,0.0,137.0,269.89
2023-07-17,600 Chemicum,32.0,14.0,0.0,18.0,0.0,145.0,115.87
2023-07-18,600 Chemicum,31.0,0.0,0.0,1.0,0.0,227.0,130.85
2023-07-19,600 Chemicum,94.0,147.0,0.0,0.0,0.0,47.0,182.44
2023-07-20,600 Chemicum,157.0,0.0,0.0,87.0,0.0,128.0,248.43
2023-07-21,600 Chemicum,10.0,0.0,0.0,150.0,0.0,128.0,193.81
2023-07-24,600 Chemicum,115.0,0.0,0.0,131.0,0.0,157.0,273.59
2023-07-25,600 Chemicum,137.0,0.0,0.0,0.0,0.0,254.0,199.33
2023-07-26,600 Chemicum,125.0,142.0,0.0,0.0,0.0,123.0,241.1
2023-07-27,600 Chemicum,139.0,94.0,0.0,4.0,0.0,138.0,265.74
2023-07-28,600 Chemicum,33.0,185.0,0.0,0.0,0.0,149.0,191.99
2023-07-31,600 Chemicum,3.0,25.0,0.0,207.0,0.0,167.0,265.96
2023-08-01,600 Chemicum,4.0,161.0,0.0,8.0,0.0,364.0,274.09
2023-08-02,600 Chemicum,85.0,233.0,0.0,0.0,0.0,234.0,359.68
2023-08-03,600 Chemicum,220.0,77.0,0.0,1.0,0.0,262.0,315.8
2023-08-04,600 Chemicum,160.0,10.0,0.0,206.0,0.0,207.0,381.58
2023-08-07,600 Chemicum,125.0,2.0,0.0,294.0,0.0,242.0,411.56
2023-08-08,600 Chemicum,18.0,0.0,0.0,74.0,0.0,350.0,227.61
2023-08-09,600 Chemicum,243.0,218.0,0.0,3.0,0.0,167.0,413.52
2023-08-10,600 Chemicum,241.0,66.0,0.0,77.0,0.0,204.0,407.94
2023-08-11,600 Chemicum,214.0,223.0,0.0,18.0,0.0,241.0,425.76
2023-08-14,600 Chemicum,108.0,47.0,0.0,266.0,0.0,239.0,487.92
2023-08-15,600 Chemicum,34.0,0.0,0.0,46.0,0.0,375.0,241.02
2023-08-16,600 Chemicum,227.0,150.0,0.0,0.0,0.0,278.0,394.22
2023-08-17,600 Chemicum,129.0,334.0,0.0,0.0,0.0,209.0,446.59
2023-08-18,600 Chemicum,192.0,24.0,0.0,220.0,0.0,207.0,455.77
2023-08-21,600 Chemicum,161.0,0.0,0.0,343.0,0.0,195.0,482.07
2023-08-21,610 Physicum,0.0,4.0,9.0,2.0,0.0,8.0,16.73
2023-08-22,600 Chemicum,245.0,0.0,0.0,83.0,0.0,346.0,455.64
2023-08-22,610 Physicum,0.0,3.0,16.0,10.0,0.0,3.0,27.22
2023-08-23,600 Chemicum,169.0,222.0,0.0,1.0,0.0,199.0,364.61
2023-08-23,610 Physicum,0.0,8.0,8.0,3.0,0.0,7.0,20.73
2023-08-24,600 Chemicum,141.0,261.0,0.0,0.0,0.0,281.0,568.67
2023-08-24,610 Physicum,0.0,5.0,5.0,10.0,0.0,12.0,22.77
2023-08-25,600 Chemicum,142.0,261.0,0.0,0.0,0.0,214.0,370.99
2023-08-25,610 Physicum,0.0,6.0,3.0,5.0,0.0,8.0,16.18
2023-08-28,600 Chemicum,176.0,0.0,0.0,326.0,0.0,411.0,675.89
2023-08-28,610 Physicum,0.0,11.0,22.0,2.0,0.0,15.0,40.08
2023-08-29,600 Chemicum,462.0,78.0,0.0,63.0,0.0,524.0,795.79
2023-08-29,610 Physicum,0.0,26.0,30.0,11.0,0.0,43.0,79.96
2023-08-30,600 Chemicum,16.0,388.0,0.0,0.0,0.0,120.0,308.94
2023-08-30,610 Physicum,0.0,28.0,32.0,20.0,0.0,20.0,77.51
2023-08-31,600 Chemicum,263.0,183.0,0.0,7.0,0.0,213.0,461.0
2023-08-31,610 Physicum,0.0,10.0,20.0,7.0,0.0,16.0,40.91
2023-09-01,600 Chemicum,226.0,0.0,0.0,279.0,0.0,337.0,551.7
2023-09-01,610 Physicum,0.0,10.0,16.0,6.0,0.0,15.0,35.68
2023-09-04,600 Chemicum,200.0,0.0,0.0,506.0,0.0,263.0,609.15
2023-09-04,610 Physicum,6.0,15.0,34.0,22.0,0.0,23.0,74.99
2023-09-04,620 Exactum,42.0,116.0,0.0,0.0,0.0,92.0,152.13
2023-09-05,600 Chemicum,348.0,0.0,0.0,106.0,0.0,633.0,586.31
2023-09-05,610 Physicum,8.0,35.0,88.0,47.0,0.0,55.0,181.43
2023-09-05,620 Exactum,16.0,16.0,0.0,177.0,0.0,156.0,214.7
2023-09-06,600 Chemicum,457.0,334.0,5.0,1.0,0.0,299.0,667.13
2023-09-06,610 Physicum,0.0,57.0,80.0,40.0,0.0,54.0,177.72
2023-09-06,620 Exactum,112.0,26.0,0.0,5.0,0.0,252.0,252.36
2023-09-07,600 Chemicum,424.0,38.0,0.0,198.0,0.0,368.0,686.62
2023-09-07,610 Physicum,1.0,45.0,82.0,42.0,0.0,58.0,174.41
2023-09-07,620 Exactum,226.0,0.0,0.0,0.0,0.0,167.0,251.46
2023-09-08,600 Chemicum,123.0,410.0,0.0,0.0,0.0,345.0,470.32
2023-09-08,610 Physicum,0.0,23.0,50.0,26.0,0.0,30.0,98.18
2023-09-08,620 Exactum,0.0,157.0,0.0,0.0,0.0,135.0,305.76
2023-09-11,600 Chemicum,237.0,0.0,0.0,505.0,0.0,359.0,778.7
2023-09-11,610 Physicum,15.0,64.0,52.0,28.0,0.0,55.0,171.42
2023-09-11,620 Exactum,3.0,121.0,0.0,0.0,0.0,126.0,161.83
2023-09-12,600 Chemicum,53.0,393.0,0.0,65.0,0.0,678.0,643.26
2023-09-12,610 Physicum,0.0,67.0,61.0,18.0,0.0,42.0,145.79
2023-09-12,620 Exactum,0.0,0.0,20.0,183.0,0.0,152.0,243.88
2023-09-13,600 Chemicum,133.0,511.0,0.0,0.0,0.0,351.0,696.91
2023-09-13,610 Physicum,0.0,43.0,46.0,33.0,0.0,55.0,129.66
2023-09-13,620 Exactum,143.0,0.0,0.0,2.0,0.0,270.0,196.59
2023-09-14,600 Chemicum,521.0,187.0,0.0,3.0,0.0,317.0,710.97
2023-09-14,610 Physicum,0.0,78.0,66.0,21.0,0.0,54.0,170.81
2023-09-14,620 Exactum,13.0,121.0,15.0,2.0,0.0,195.0,177.16
2023-09-15,600 Chemicum,230.0,11.0,0.0,346.0,0.0,352.0,631.11
2023-09-15,610 Physicum,15.0,35.0,46.0,13.0,0.0,34.0,106.9
2023-09-15,620 Exactum,0.0,175.0,0.0,0.0,0.0,194.0,189.13
2023-09-18,600 Chemicum,167.0,0.0,0.0,439.0,0.0,458.0,625.87
2023-09-18,610 Physicum,0.0,22.0,78.0,63.0,0.0,37.0,155.7
2023-09-18,620 Exactum,126.0,0.0,0.0,0.0,0.0,240.0,179.39
2023-09-19,600 Chemicum,407.0,0.0,4.0,60.0,0.0,575.0,621.9
2023-09-19,610 Physicum,0.0,63.0,58.0,39.0,0.0,63.0,168.64
2023-09-19,620 Exactum,22.0,0.0,27.0,169.0,0.0,180.0,222.6
2023-09-20,600 Chemicum,342.0,389.0,0.0,0.0,0.0,235.0,636.71
2023-09-20,610 Physicum,0.0,61.0,65.0,13.0,0.0,79.0,158.99
2023-09-20,620 Exactum,98.0,138.0,0.0,16.0,0.0,185.0,339.73
2023-09-21,600 Chemicum,383.0,0.0,0.0,208.0,0.0,467.0,621.53
2023-09-21,610 Physicum,0.0,60.0,67.0,0.0,0.0,55.0,133.85
2023-09-21,620 Exactum,27.0,193.0,0.0,0.0,0.0,108.0,228.61
2023-09-22,600 Chemicum,213.0,396.0,0.0,5.0,0.0,309.0,500.93
2023-09-22,610 Physicum,18.0,34.0,45.0,14.0,0.0,38.0,120.85
2023-09-22,620 Exactum,6.0,100.0,0.0,2.0,0.0,137.0,138.85
2023-09-25,600 Chemicum,216.0,0.0,0.0,466.0,0.0,346.0,785.12
2023-09-25,610 Physicum,22.0,57.0,50.0,28.0,0.0,44.0,156.8
2023-09-25,620 Exactum,142.0,7.0,108.0,0.0,0.0,90.0,272.11
2023-09-26,600 Chemicum,343.0,0.0,0.0,57.0,0.0,576.0,551.1
2023-09-26,610 Physicum,16.0,56.0,95.0,37.0,0.0,62.0,221.05
2023-09-26,620 Exactum,115.0,0.0,50.0,155.0,0.0,143.0,288.28
2023-09-27,600 Chemicum,320.0,389.0,0.0,0.0,0.0,362.0,867.45
2023-09-27,610 Physicum,0.0,24.0,61.0,39.0,0.0,61.0,131.68
2023-09-27,620 Exactum,14.0,187.0,0.0,25.0,0.0,187.0,262.91
2023-09-28,600 Chemicum,228.0,423.0,0.0,0.0,0.0,275.0,700.32
2023-09-28,610 Physicum,2.0,71.0,55.0,32.0,0.0,66.0,165.22
2023-09-28,620 Exactum,0.0,203.0,16.0,0.0,0.0,147.0,244.82
2023-09-29,600 Chemicum,276.0,46.0,0.0,323.0,0.0,310.0,581.81
2023-09-29,610 Physicum,3.0,43.0,33.0,0.0,0.0,44.0,87.94
2023-09-29,620 Exactum,100.0,26.0,0.0,19.0,0.0,132.0,178.31
2023-10-02,600 Chemicum,264.0,0.0,18.0,531.0,0.0,174.0,705.02
2023-10-02,610 Physicum,0.0,75.0,76.0,24.0,0.0,36.0,171.21
2023-10-02,620 Exactum,111.0,0.0,52.0,0.0,0.0,171.0,197.19
2023-10-03,600 Chemicum,448.0,0.0,0.0,50.0,0.0,583.0,726.54
2023-10-03,610 Physicum,0.0,49.0,73.0,6.0,0.0,55.0,139.13
2023-10-03,620 Exactum,8.0,0.0,80.0,187.0,0.0,73.0,301.13
2023-10-04,600 Chemicum,262.0,403.0,0.0,0.0,0.0,289.0,592.18
2023-10-04,610 Physicum,0.0,80.0,58.0,25.0,0.0,56.0,167.42
2023-10-04,620 Exactum,87.0,182.0,0.0,0.0,0.0,165.0,295.87
2023-10-05,600 Chemicum,135.0,495.0,0.0,0.0,0.0,343.0,896.8
2023-10-05,610 Physicum,0.0,29.0,48.0,50.0,0.0,53.0,131.39
2023-10-05,620 Exactum,0.0,18.0,0.0,0.0,0.0,135.0,72.16
2023-10-06,600 Chemicum,205.0,402.0,0.0,0.0,0.0,338.0,573.3
2023-10-06,610 Physicum,0.0,40.0,50.0,7.0,0.0,48.0,105.51
2023-10-06,620 Exactum,0.0,131.0,0.0,0.0,0.0,168.0,246.46
2023-10-09,600 Chemicum,91.0,41.0,0.0,450.0,0.0,451.0,807.3
2023-10-09,610 Physicum,0.0,22.0,76.0,18.0,0.0,49.0,124.04
2023-10-09,620 Exactum,108.0,34.0,74.0,0.0,0.0,87.0,223.22
2023-10-10,600 Chemicum,461.0,0.0,0.0,88.0,0.0,439.0,736.51
2023-10-10,610 Physicum,1.0,92.0,67.0,16.0,0.0,61.0,177.21
2023-10-10,620 Exactum,16.0,0.0,0.0,175.0,0.0,125.0,181.07
2023-10-11,600 Chemicum,4.0,335.0,0.0,1.0,0.0,130.0,269.28
2023-10-11,610 Physicum,0.0,106.0,59.0,22.0,0.0,56.0,194.78
2023-10-11,620 Exactum,71.0,0.0,0.0,170.0,0.0,129.0,237.82
2023-10-12,600 Chemicum,197.0,268.0,0.0,3.0,0.0,245.0,487.76
2023-10-12,610 Physicum,0.0,24.0,77.0,36.0,0.0,46.0,138.93
2023-10-12,620 Exactum,0.0,110.0,42.0,27.0,0.0,128.0,177.11
2023-10-13,600 Chemicum,240.0,21.0,0.0,315.0,0.0,292.0,612.87
2023-10-13,610 Physicum,0.0,31.0,35.0,32.0,0.0,34.0,97.55
2023-10-13,620 Exactum,156.0,112.0,0.0,0.0,0.0,138.0,277.28
2023-10-16,600 Chemicum,220.0,434.0,0.0,32.0,0.0,291.0,653.02
2023-10-16,610 Physicum,0.0,77.0,44.0,19.0,0.0,60.0,152.48
2023-10-16,620 Exactum,29.0,121.0,0.0,0.0,0.0,136.0,189.71
2023-10-17,600 Chemicum,344.0,0.0,0.0,0.0,0.0,539.0,437.03
2023-10-17,610 Physicum,23.0,49.0,54.0,15.0,0.0,52.0,150.56
2023-10-17,620 Exactum,55.0,240.0,0.0,0.0,0.0,131.0,309.6
2023-10-18,600 Chemicum,268.0,397.0,0.0,1.0,0.0,268.0,552.01
2023-10-18,610 Physicum,12.0,13.0,61.0,11.0,0.0,53.0,111.99
2023-10-18,620 Exactum,139.0,0.0,0.0,0.0,0.0,267.0,201.97
2023-10-19,600 Chemicum,410.0,25.0,0.0,105.0,0.0,293.0,573.61
2023-10-19,610 Physicum,0.0,43.0,45.0,16.0,0.0,57.0,117.49
2023-10-19,620 Exactum,120.0,140.0,36.0,0.0,0.0,122.0,381.54
2023-10-20,600 Chemicum,160.0,349.0,0.0,0.0,0.0,279.0,429.78
2023-10-20,610 Physicum,0.0,18.0,19.0,8.0,0.0,42.0,54.89
2023-10-20,620 Exactum,0.0,136.0,0.0,0.0,0.0,214.0,206.97
2023-10-23,600 Chemicum,207.0,16.0,0.0,411.0,0.0,323.0,683.44
2023-10-23,610 Physicum,0.0,49.0,28.0,8.0,0.0,32.0,90.7
2023-10-24,600 Chemicum,28.0,318.0,0.0,19.0,0.0,626.0,532.99
2023-10-24,610 Physicum,0.0,22.0,40.0,15.0,0.0,30.0,83.28
2023-10-25,600 Chemicum,121.0,502.0,0.0,7.0,0.0,351.0,662.0
2023-10-25,610 Physicum,0.0,47.0,36.0,0.0,0.0,34.0,85.24
2023-10-26,600 Chemicum,467.0,109.0,0.0,1.0,0.0,366.0,589.46
2023-10-26,610 Physicum,0.0,44.0,54.0,10.0,0.0,40.0,110.11
2023-10-27,600 Chemicum,3.0,8.0,0.0,317.0,0.0,279.0,396.46
2023-10-27,610 Physicum,0.0,8.0,35.0,20.0,0.0,30.0,65.45
2023-10-30,600 Chemicum,169.0,13.0,0.0,46.0,0.0,462.0,381.86
2023-10-30,610 Physicum,17.0,12.0,76.0,36.0,0.0,58.0,149.85
2023-10-30,620 Exactum,124.0,136.0,0.0,0.0,0.0,122.0,212.06
2023-10-31,600 Chemicum,343.0,2.0,0.0,0.0,0.0,338.0,433.82
2023-10-31,610 Physicum,17.0,74.0,60.0,11.0,0.0,61.0,169.61
2023-10-31,620 Exactum,0.0,200.0,25.0,0.0,0.0,213.0,217.06
2023-11-01,600 Chemicum,0.0,0.0,353.0,0.0,0.0,696.0,566.01
2023-11-01,610 Physicum,0.0,0.0,129.0,0.0,0.0,114.0,169.53
2023-11-01,620 Exactum,0.0,0.0,114.0,0.0,0.0,276.0,227.88
2023-11-02,600 Chemicum,371.0,0.0,56.0,136.0,0.0,408.0,637.14
2023-11-02,610 Physicum,0.0,51.0,62.0,38.0,0.0,45.0,146.69
2023-11-02,620 Exactum,0.0,11.0,12.0,175.0,0.0,101.0,271.47
2023-11-03,600 Chemicum,2.0,391.0,0.0,23.0,0.0,263.0,377.96
2023-11-03,610 Physicum,0.0,48.0,37.0,34.0,0.0,31.0,115.56
2023-11-03,620 Exactum,1.0,0.0,0.0,86.0,0.0,145.0,124.77
2023-11-06,600 Chemicum,93.0,13.0,0.0,398.0,0.0,250.0,610.92
2023-11-06,610 Physicum,0.0,91.0,78.0,6.0,0.0,46.0,176.56
2023-11-06,620 Exactum,137.0,0.0,59.0,23.0,0.0,66.0,210.91
2023-11-07,600 Chemicum,397.0,7.0,0.0,30.0,0.0,484.0,447.6
2023-11-07,610 Physicum,0.0,48.0,80.0,48.0,0.0,59.0,182.16
2023-11-07,620 Exactum,113.0,0.0,62.0,127.0,0.0,95.0,259.96
2023-11-08,600 Chemicum,299.0,343.0,0.0,0.0,0.0,376.0,788.15
2023-11-08,610 Physicum,1.0,64.0,74.0,17.0,0.0,76.0,165.64
2023-11-08,620 Exactum,14.0,211.0,0.0,26.0,0.0,171.0,279.36
2023-11-09,600 Chemicum,175.0,371.0,0.0,0.0,0.0,256.0,600.52
2023-11-09,610 Physicum,0.0,62.0,79.0,57.0,0.0,65.0,199.88
2023-11-09,620 Exactum,126.0,114.0,25.0,0.0,0.0,117.0,328.87
2023-11-10,600 Chemicum,251.0,46.0,0.0,276.0,0.0,252.0,590.44
2023-11-10,610 Physicum,0.0,31.0,53.0,8.0,0.0,37.0,98.91
2023-11-10,620 Exactum,82.0,122.0,0.0,0.0,0.0,97.0,285.37
2023-11-13,600 Chemicum,346.0,0.0,18.0,552.0,0.0,200.0,805.09
2023-11-13,610 Physicum,0.0,60.0,59.0,44.0,0.0,54.0,163.36
2023-11-13,620 Exactum,0.0,0.0,69.0,0.0,0.0,79.0,63.84
2023-11-14,600 Chemicum,431.0,0.0,0.0,0.0,0.0,505.0,634.13
2023-11-14,610 Physicum,0.0,73.0,90.0,18.0,0.0,50.0,186.05
2023-11-14,620 Exactum,0.0,0.0,105.0,194.0,0.0,59.0,281.33
2023-11-15,600 Chemicum,228.0,433.0,0.0,0.0,0.0,321.0,596.78
2023-11-15,610 Physicum,0.0,97.0,92.0,8.0,0.0,54.0,198.66
2023-11-15,620 Exactum,104.0,0.0,11.0,154.0,0.0,114.0,222.53
2023-11-16,600 Chemicum,138.0,463.0,0.0,0.0,0.0,241.0,805.95
2023-11-16,610 Physicum,0.0,57.0,65.0,40.0,0.0,57.0,160.97
2023-11-16,620 Exactum,18.0,109.0,49.0,0.0,0.0,320.0,244.03
2023-11-17,600 Chemicum,251.0,339.0,0.0,0.0,0.0,296.0,566.33
2023-11-17,610 Physicum,0.0,44.0,45.0,27.0,0.0,32.0,116.17
2023-11-17,620 Exactum,0.0,128.0,0.0,1.0,0.0,153.0,194.11
2023-11-20,600 Chemicum,127.0,1.0,0.0,411.0,0.0,396.0,743.22
2023-11-20,610 Physicum,0.0,33.0,85.0,49.0,0.0,53.0,165.83
2023-11-20,620 Exactum,162.0,43.0,0.0,0.0,0.0,160.0,249.5
2023-11-21,600 Chemicum,532.0,0.0,0.0,17.0,0.0,336.0,678.02
2023-11-21,610 Physicum,4.0,39.0,98.0,44.0,0.0,49.0,183.52
2023-11-21,620 Exactum,119.0,0.0,0.0,13.0,0.0,129.0,154.55
2023-11-22,600 Chemicum,338.0,299.0,0.0,0.0,0.0,281.0,623.86
2023-11-22,610 Physicum,0.0,35.0,78.0,62.0,0.0,82.0,190.93
2023-11-22,620 Exactum,125.0,152.0,0.0,34.0,0.0,142.0,378.42
2023-11-23,600 Chemicum,452.0,261.0,0.0,4.0,0.0,322.0,678.9
2023-11-23,610 Physicum,0.0,61.0,24.0,84.0,0.0,85.0,177.52
2023-11-23,620 Exactum,45.0,109.0,67.0,0.0,0.0,151.0,190.87
2023-11-24,600 Chemicum,251.0,0.0,0.0,311.0,0.0,232.0,608.6
2023-11-24,610 Physicum,0.0,72.0,48.0,5.0,0.0,35.0,122.31
2023-11-24,620 Exactum,87.0,91.0,0.0,0.0,0.0,128.0,181.93
2023-11-27,600 Chemicum,243.0,0.0,0.0,522.0,0.0,192.0,656.89
2023-11-27,610 Physicum,29.0,53.0,74.0,3.0,0.0,56.0,162.59
2023-11-27,620 Exactum,0.0,189.0,0.0,0.0,0.0,152.0,230.89
2023-11-28,600 Chemicum,264.0,0.0,0.0,54.0,0.0,469.0,391.59
2023-11-28,610 Physicum,0.0,48.0,98.0,20.0,0.0,42.0,162.23
2023-11-28,620 Exactum,129.0,165.0,42.0,0.0,0.0,128.0,348.45
2023-11-29,600 Chemicum,372.0,346.0,0.0,0.0,0.0,248.0,580.57
2023-11-29,610 Physicum,0.0,55.0,73.0,36.0,0.0,55.0,162.81
2023-11-29,620 Exactum,132.0,0.0,0.0,0.0,0.0,248.0,189.41
2023-11-30,600 Chemicum,342.0,71.0,0.0,163.0,0.0,242.0,433.59
2023-11-30,610 Physicum,0.0,35.0,75.0,52.0,0.0,62.0,167.83
2023-11-30,620 Exactum,21.0,14.0,41.0,209.0,0.0,158.0,278.3
2023-12-01,600 Chemicum,150.0,333.0,0.0,0.0,0.0,272.0,395.9
2023-12-01,610 Physicum,0.0,15.0,57.0,22.0,0.0,38.0,99.45
2023-12-01,620 Exactum,21.0,98.0,0.0,0.0,0.0,213.0,172.94
2023-12-04,600 Chemicum,168.0,27.0,0.0,439.0,0.0,264.0,659.05
2023-12-04,610 Physicum,0.0,42.0,54.0,31.0,0.0,42.0,128.53
2023-12-04,620 Exactum,147.0,17.0,0.0,0.0,0.0,198.0,175.64
2023-12-05,600 Chemicum,32.0,363.0,0.0,0.0,0.0,440.0,465.95
2023-12-05,610 Physicum,0.0,54.0,56.0,42.0,0.0,29.0,144.28
2023-12-05,620 Exactum,29.0,1.0,25.0,216.0,0.0,117.0,255.78
2023-12-07,600 Chemicum,300.0,152.0,0.0,278.0,0.0,265.0,686.94
2023-12-07,620 Exactum,115.0,67.0,0.0,20.0,0.0,142.0,176.62
2023-12-08,600 Chemicum,191.0,0.0,0.0,354.0,3.0,291.0,561.05
2023-12-08,620 Exactum,107.0,1.0,65.0,39.0,0.0,163.0,259.68
2023-12-11,600 Chemicum,130.0,0.0,0.0,411.0,1.0,359.0,528.98
2023-12-11,610 Physicum,0.0,60.0,72.0,18.0,0.0,43.0,152.86
2023-12-11,620 Exactum,125.0,88.0,0.0,0.0,0.0,94.0,194.52
2023-12-12,600 Chemicum,337.0,0.0,35.0,0.0,8.0,463.0,521.68
2023-12-12,610 Physicum,0.0,69.0,53.0,14.0,0.0,30.0,133.25
2023-12-12,620 Exactum,0.0,196.0,36.0,0.0,0.0,103.0,224.56
2023-12-13,600 Chemicum,345.0,238.0,0.0,0.0,0.0,189.0,477.28
2023-12-13,610 Physicum,23.0,67.0,37.0,15.0,0.0,43.0,142.78
2023-12-13,620 Exactum,98.0,128.0,5.0,0.0,0.0,122.0,234.81
2023-12-14,600 Chemicum,174.0,61.0,0.0,102.0,3.0,340.0,409.65
2023-12-14,610 Physicum,6.0,15.0,50.0,11.0,0.0,32.0,89.59
2023-12-15,600 Chemicum,220.0,318.0,0.0,0.0,0.0,223.0,406.39
2023-12-15,610 Physicum,0.0,28.0,39.0,13.0,0.0,43.0,88.05
2023-12-15,620 Exactum,35.0,0.0,0.0,129.0,0.0,116.0,188.63
2023-12-18,600 Chemicum,188.0,9.0,0.0,412.0,0.0,314.0,700.74
2023-12-19,600 Chemicum,404.0,0.0,41.0,10.0,0.0,436.0,546.38
2023-12-20,600 Chemicum,270.0,271.0,24.0,0.0,1.0,259.0,637.51
2023-12-21,600 Chemicum,125.0,373.0,0.0,0.0,2.0,202.0,557.28
2023-12-22,600 Chemicum,68.0,0.0,0.0,192.0,0.0,129.0,277.63
2023-12-27,600 Chemicum,0.0,0.0,0.0,115.0,0.0,62.0,102.83
